ts_ms,coin,funding_rate_raw,funding_rate_normalized,annualized_pct
1741748400370,HYPE,1.25e-05,1.25e-05,10.95
1741752000711,HYPE,1.25e-05,1.25e-05,10.95
1741755600903,HYPE,1.25e-05,1.25e-05,10.95
1741759200567,HYPE,1.25e-05,1.25e-05,10.95
1741762800855,HYPE,1.25e-05,1.25e-05,10.95
1741766400768,HYPE,1.25e-05,1.25e-05,10.95
1741770000710,HYPE,1.25e-05,1.25e-05,10.95
1741773600965,HYPE,1.25e-05,1.25e-05,10.95
1741777200559,HYPE,1.25e-05,1.25e-05,10.95
1741780800403,HYPE,1.25e-05,1.25e-05,10.95
1741784400611,HYPE,1.25e-05,1.25e-05,10.95
1741788000113,HYPE,1.25e-05,1.25e-05,10.95
1741791600068,HYPE,1.25e-05,1.25e-05,10.95
1741795200906,HYPE,1.25e-05,1.25e-05,10.95
1741798800760,HYPE,1.25e-05,1.25e-05,10.95
1741802401028,HYPE,1.25e-05,1.25e-05,10.95
1741806001055,HYPE,1.25e-05,1.25e-05,10.95
1741809600700,HYPE,1.25e-05,1.25e-05,10.95
1741813200062,HYPE,1.25e-05,1.25e-05,10.95
1741816800742,HYPE,1.25e-05,1.25e-05,10.95
1741820400344,HYPE,1.25e-05,1.25e-05,10.95
1741824000001,HYPE,1.25e-05,1.25e-05,10.95
1741827600805,HYPE,1.25e-05,1.25e-05,10.95
1741831200884,HYPE,1.25e-05,1.25e-05,10.95
1741834801208,HYPE,1.25e-05,1.25e-05,10.95
1741838400669,HYPE,1.25e-05,1.25e-05,10.95
1741842001199,HYPE,1.25e-05,1.25e-05,10.95
1741845600901,HYPE,1.25e-05,1.25e-05,10.95
1741849200421,HYPE,1.25e-05,1.25e-05,10.95
1741852800770,HYPE,1.25e-05,1.25e-05,10.95
1741856400417,HYPE,1.25e-05,1.25e-05,10.95
1741860000658,HYPE,1.25e-05,1.25e-05,10.95
1741863600588,HYPE,1.25e-05,1.25e-05,10.95
1741867201263,HYPE,1.25e-05,1.25e-05,10.95
1741870800764,HYPE,1.25e-05,1.25e-05,10.95
1741874400918,HYPE,1.25e-05,1.25e-05,10.95
1741878001208,HYPE,1.25e-05,1.25e-05,10.95
1741881600106,HYPE,1.25e-05,1.25e-05,10.95
1741885200296,HYPE,1.25e-05,1.25e-05,10.95
1741888800456,HYPE,1.25e-05,1.25e-05,10.95
1741892400804,HYPE,1.25e-05,1.25e-05,10.95
1741896000408,HYPE,1.25e-05,1.25e-05,10.95
1741899600054,HYPE,1.25e-05,1.25e-05,10.95
1741903200601,HYPE,1.25e-05,1.25e-05,10.95
1741906800859,HYPE,1.25e-05,1.25e-05,10.95
1741910401035,HYPE,1.25e-05,1.25e-05,10.95
1741914000711,HYPE,1.25e-05,1.25e-05,10.95
1741917600160,HYPE,1.25e-05,1.25e-05,10.95
1741921200375,HYPE,1.25e-05,1.25e-05,10.95
1741924803235,HYPE,1.25e-05,1.25e-05,10.95
1741928400423,HYPE,1.25e-05,1.25e-05,10.95
1741932000415,HYPE,1.25e-05,1.25e-05,10.95
1741935600229,HYPE,1.25e-05,1.25e-05,10.95
1741939200325,HYPE,1.25e-05,1.25e-05,10.95
1741942800586,HYPE,1.25e-05,1.25e-05,10.95
1741946400717,HYPE,1.25e-05,1.25e-05,10.95
1741950000260,HYPE,1.25e-05,1.25e-05,10.95
1741953600462,HYPE,1.25e-05,1.25e-05,10.95
1741957200069,HYPE,1.25e-05,1.25e-05,10.95
1741960800978,HYPE,1.25e-05,1.25e-05,10.95
