ts_ms,coin,funding_rate_quote_per_base,oracle_twap,funding_rate_normalized,annualized_pct
1686477611000,ETH,0.003864083,1750.751445,2.2071e-06,1.933419
1686481206000,ETH,0.00715175,1750.488486,4.0856e-06,3.578963
1686484808000,ETH,0.00512875,1752.535089,2.9265e-06,2.563592
1686488432000,ETH,0.006459875,1750.904994,3.6894e-06,3.231957
1686492028000,ETH,0.007015666,1748.435831,4.0125e-06,3.514984
1686495604000,ETH,0.013616625,1746.117626,7.7982e-06,6.831249
1686499211000,ETH,0.01634775,1745.07245,9.3679e-06,8.206323
1686502848000,ETH,0.014562958,1748.956335,8.3267e-06,7.294151
1686506411000,ETH,0.013100541,1753.63769,7.4705e-06,6.544153
1686510004000,ETH,0.010824833,1756.949709,6.1612e-06,5.397169
1686513604000,ETH,0.005666333,1761.095378,3.2175e-06,2.818534
1686517207000,ETH,0.006777291,1766.451855,3.8367e-06,3.360922
1686520813000,ETH,0.007911208,1766.916908,4.4774e-06,3.922209
1686524434000,ETH,0.003079125,1760.498241,1.749e-06,1.532131
1686528005000,ETH,0.007213541,1755.370315,4.1094e-06,3.599845
1686531624000,ETH,0.009722291,1752.040443,5.5491e-06,4.861033
1686535203000,ETH,0.006903583,1749.595814,3.9458e-06,3.456535
1686538830000,ETH,0.002811416,1739.681604,1.6161e-06,1.415662
1686542409000,ETH,-0.002991375,1737.26004,-1.7219e-06,-1.508378
1686546007000,ETH,0.0010165,1738.182383,5.848e-07,0.51229
1686549650000,ETH,-0.001588083,1738.713837,-9.134e-07,-0.800109
1686553206000,ETH,-0.000885166,1740.691728,-5.085e-07,-0.445458
1686556825000,ETH,-0.001002708,1740.186914,-5.762e-07,-0.504757
1686560408000,ETH,-0.00137275,1741.839433,-7.881e-07,-0.690379
1686564001000,ETH,0.000320125,1747.926496,1.831e-07,0.160436
1686567602000,ETH,0.004436375,1750.235346,2.5347e-06,2.220424
1686571210000,ETH,0.011224625,1747.662298,6.4227e-06,5.626242
1686574871000,ETH,0.021092,1745.975656,1.20804e-05,10.582388
1686578414000,ETH,0.023754375,1743.124658,1.36275e-05,11.937662
1686582076000,ETH,0.022373125,1740.376524,1.28553e-05,11.261274
1686585608000,ETH,0.026008583,1736.242381,1.49798e-05,13.122315
1686589206000,ETH,0.029344958,1736.113505,1.69027e-05,14.806741
1686592806000,ETH,0.037326125,1735.087953,2.15125e-05,18.844973
1686596504000,ETH,0.049150166,1735.34881,2.83229e-05,24.810888
1686600038000,ETH,0.034644041,1733.297005,1.99874e-05,17.508932
1686603607000,ETH,0.029323541,1735.017825,1.6901e-05,14.805278
1686607209000,ETH,0.027868375,1738.664121,1.60286e-05,14.041065
1686610807000,ETH,0.028923958,1741.451421,1.66091e-05,14.54958
1686614404000,ETH,0.024917708,1742.259919,1.43019e-05,12.528505
1686618000000,ETH,0.024980916,1740.922426,1.43492e-05,12.569935
1686621607000,ETH,0.043745708,1739.491246,2.51486e-05,22.030143
1686625210000,ETH,0.030636791,1743.722223,1.75698e-05,15.391115
1686628808000,ETH,0.024459041,1747.563273,1.39961e-05,12.260569
1686632406000,ETH,0.025317416,1746.446184,1.44965e-05,12.698964
1686636009000,ETH,0.02818075,1748.235049,1.61195e-05,14.12072
1686639616000,ETH,0.027861208,1749.610153,1.59242e-05,13.949632
1686643207000,ETH,0.02150325,1749.938807,1.2288e-05,10.764289
1686646807000,ETH,0.017514916,1751.228503,1.00015e-05,8.761316
1686650406000,ETH,0.024794625,1750.463378,1.41646e-05,12.408195
1686654007000,ETH,0.028313875,1750.213775,1.61774e-05,14.171386
1686657609000,ETH,0.042549166,1750.004061,2.43138e-05,21.298847
1686661202000,ETH,0.034653875,1750.331567,1.97985e-05,17.343454
1686664803000,ETH,0.036233,1744.887231,2.07652e-05,18.190349
1686668407000,ETH,0.032378833,1740.205347,1.86063e-05,16.299144
1686672009000,ETH,0.031426583,1735.583856,1.81072e-05,15.861917
1686675608000,ETH,0.032249208,1735.273221,1.85845e-05,16.280034
1686679210000,ETH,0.032232333,1736.140542,1.85655e-05,16.263386
1686682806000,ETH,0.032064041,1739.342011,1.84346e-05,16.148693
